0,1
32,44
32,45
32,47
32,49
32,50
32,51
32,52
32,53
33,43
33,44
33,45
33,46
33,47
33,48
33,49
33,50
33,51
33,53
33,54
33,55
34,41
34,42
34,43
34,44
34,45
34,46
34,48
34,49
34,51
34,53
34,55
34,56
35,40
35,41
35,43
35,44
35,45
35,46
35,47
35,48
35,49
35,50
35,51
35,52
35,53
35,54
35,55
35,56
36,40
36,42
36,43
36,45
36,46
36,47
36,50
36,51
36,52
36,53
36,54
36,55
36,56
36,57
36,58
37,39
37,40
37,41
37,43
37,44
37,45
37,54
37,55
37,56
37,57
37,58
37,59
38,38
38,39
38,40
38,42
38,43
38,44
38,54
38,55
38,56
38,57
38,58
38,59
39,38
39,39
39,40
39,43
39,54
39,56
39,57
39,58
39,59
40,38
40,39
40,40
40,41
40,42
40,43
40,55
40,56
40,57
40,58
40,59
40,60
41,37
41,38
41,39
41,40
41,41
41,42
41,55
41,57
41,58
41,59
41,60
42,37
42,38
42,40
42,41
42,55
42,56
42,57
42,58
42,59
42,60
42,61
43,37
43,38
43,39
43,40
43,42
43,56
43,57
43,58
43,59
43,60
43,61
44,37
44,38
44,39
44,41
44,42
44,56
44,57
44,58
44,59
44,60
44,61
45,37
45,38
45,39
45,40
45,41
45,42
45,56
45,57
45,58
45,60
45,61
46,37
46,38
46,39
46,40
46,41
46,42
46,56
46,57
46,58
46,59
46,60
46,61
47,36
47,37
47,39
47,40
47,41
47,42
47,56
47,57
47,58
47,59
47,60
47,61
48,36
48,37
48,38
48,39
48,40
48,41
48,56
48,57
48,58
48,59
48,60
48,61
49,36
49,37
49,38
49,39
49,40
49,41
49,42
49,56
49,59
49,60
49,61
50,36
50,37
50,38
50,39
50,40
50,42
50,56
50,57
50,58
50,59
50,60
50,61
51,36
51,37
51,38
51,39
51,40
51,41
51,42
51,56
51,57
51,59
51,60
51,61
52,36
52,39
52,40
52,41
52,42
52,56
52,57
52,58
52,59
52,60
53,36
53,37
53,38
53,39
53,40
53,41
53,42
53,56
53,58
53,59
53,60
53,61
54,37
54,39
54,40
54,41
54,42
54,56
54,57
54,58
54,59
54,61
55,37
55,38
55,39
55,40
55,41
55,42
55,56
55,57
55,58
55,59
55,60
56,37
56,38
56,39
56,40
56,41
56,42
56,56
56,57
56,58
56,59
56,60
56,61
57,37
57,38
57,39
57,40
57,41
57,42
57,56
57,58
57,60
58,37
58,38
58,39
58,40
58,42
58,56
58,57
58,60
58,61
59,37
59,38
59,40
59,41
59,42
59,55
59,56
59,57
59,58
59,59
59,60
59,61
60,37
60,38
60,40
60,41
60,43
60,55
60,56
60,57
60,58
60,59
60,60
61,38
61,39
61,40
61,42
61,43
61,55
61,56
61,57
61,59
61,60
62,38
62,39
62,41
62,42
62,43
62,54
62,55
62,57
62,58
62,59
62,60
63,38
63,40
63,41
63,43
63,44
63,54
63,55
63,56
63,57
63,58
63,59
64,40
64,41
64,42
64,43
64,44
64,45
64,52
64,54
64,55
64,56
64,57
64,58
64,59
65,40
65,41
65,42
65,43
65,44
65,45
65,46
65,47
65,50
65,51
65,52
65,53
65,54
65,55
65,56
65,57
65,58
66,40
66,41
66,42
66,44
66,45
66,46
66,47
66,49
66,50
66,51
66,52
66,53
66,54
66,55
66,56
66,57
67,41
67,42
67,44
67,45
67,46
67,47
67,48
67,50
67,52
67,53
67,54
67,55
68,42
68,43
68,44
68,45
68,47
68,50
68,51
68,52
68,53
69,44
69,45
69,46
69,47
69,48
69,49
69,50
69,52
